,original,adversary,truth,epsilon
1151,4,4,4,0.6
1152,9,9,9,0.6
1153,2,2,2,0.6
1154,7,7,7,0.6
1155,9,9,9,0.6
1156,7,7,0,0.6
1157,7,7,7,0.6
1158,4,4,4,0.6
1159,7,7,7,0.6
1160,1,8,9,0.6
1161,6,6,6,0.6
1162,2,2,2,0.6
1163,9,9,9,0.6
1164,1,1,1,0.6
1165,1,1,1,0.6
1166,3,3,3,0.6
1167,0,0,0,0.6
1168,1,1,1,0.6
1169,3,3,3,0.6
1170,8,8,8,0.6
1171,7,7,7,0.6
1172,9,9,9,0.6
1173,3,3,3,0.6
1174,8,8,8,0.6
1175,5,5,5,0.6
1176,7,9,7,0.6
1177,8,8,8,0.6
1178,1,1,1,0.6
1179,2,2,2,0.6
1180,0,0,0,0.6
1181,6,6,6,0.6
1182,3,3,3,0.6
1183,1,1,1,0.6
1184,6,6,6,0.6
1185,9,9,9,0.6
1186,7,7,7,0.6
1187,7,9,7,0.6
1188,7,2,7,0.6
1189,9,9,9,0.6
1190,8,8,8,0.6
1191,8,8,8,0.6
1192,7,7,7,0.6
1193,0,0,0,0.6
1194,2,2,2,0.6
1195,0,0,0,0.6
1196,5,5,5,0.6
1197,2,2,2,0.6
1198,8,8,8,0.6
1199,5,5,5,0.6
1200,9,9,9,0.6
1201,5,5,5,0.6
1202,0,0,0,0.6
1203,1,1,1,0.6
1204,1,1,1,0.6
1205,0,0,0,0.6
1206,9,9,9,0.6
1207,7,7,7,0.6
1208,4,9,9,0.6
1209,3,3,3,0.6
1210,0,0,0,0.6
1211,9,9,7,0.6
1212,8,8,8,0.6
1213,3,3,5,0.6
1214,2,2,2,0.6
1215,4,4,4,0.6
1216,7,7,7,0.6
1217,8,8,8,0.6
1218,9,8,4,0.6
1219,9,9,9,0.6
1220,2,2,2,0.6
1221,2,2,2,0.6
1222,8,8,8,0.6
1223,5,5,5,0.6
1224,9,9,9,0.6
1225,8,8,8,0.6
1226,9,8,9,0.6
1227,7,7,7,0.6
1228,0,0,0,0.6
1229,6,6,6,0.6
1230,9,9,9,0.6
1231,0,0,0,0.6
1232,8,8,2,0.6
1233,0,0,0,0.6
1234,2,2,2,0.6
1235,1,1,1,0.6
1236,4,4,4,0.6
1237,3,3,3,0.6
1238,0,0,0,0.6
1239,1,1,1,0.6
1240,1,1,1,0.6
1241,4,9,4,0.6
1242,7,9,7,0.6
1243,4,4,4,0.6
1244,4,4,4,0.6
1245,2,2,2,0.6
1246,7,7,7,0.6
1247,1,1,1,0.6
1248,2,2,2,0.6
1249,8,8,8,0.6
1250,4,4,4,0.6
1251,0,0,0,0.6
1252,6,6,6,0.6
1253,0,0,0,0.6
1254,3,3,3,0.6
1255,2,2,2,0.6
1256,6,6,6,0.6
1257,9,5,9,0.6
1258,9,9,9,0.6
1259,1,1,1,0.6
1260,9,9,9,0.6
1261,0,0,0,0.6
1262,1,1,1,0.6
1263,2,2,2,0.6
1264,8,8,8,0.6
1265,6,6,6,0.6
1266,9,8,9,0.6
1267,6,6,6,0.6
1268,3,3,3,0.6
1269,7,9,7,0.6
1270,4,4,4,0.6
1271,6,6,6,0.6
1272,5,5,5,0.6
1273,8,8,8,0.6
1274,5,5,5,0.6
1275,2,2,2,0.6
1276,6,6,6,0.6
1277,9,9,9,0.6
1278,8,8,8,0.6
1279,3,3,3,0.6
1280,6,6,6,0.6
1281,0,0,0,0.6
1282,5,5,5,0.6
1283,0,0,0,0.6
1284,6,6,6,0.6
1285,1,1,1,0.6
1286,6,6,6,0.6
1287,6,6,6,0.6
1288,4,4,4,0.6
1289,3,3,3,0.6
1290,8,8,8,0.6
1291,4,4,4,0.6
1292,0,0,0,0.6
1293,9,9,9,0.6
1294,8,8,8,0.6
1295,6,6,6,0.6
1296,1,1,1,0.6
1297,1,1,1,0.6
1298,2,2,2,0.6
1299,9,9,9,0.6
1300,0,0,0,0.6
1301,8,8,8,0.6
1302,0,0,0,0.6
1303,2,2,2,0.6
1304,9,9,9,0.6
1305,7,7,7,0.6
1306,6,6,6,0.6
1307,8,8,8,0.6
1308,3,3,3,0.6
1309,8,8,8,0.6
1310,4,4,4,0.6
1311,8,8,8,0.6
1312,6,6,6,0.6
1313,3,3,3,0.6
1314,5,5,5,0.6
1315,1,1,1,0.6
1316,2,2,2,0.6
1317,1,1,1,0.6
1318,7,7,7,0.6
1319,7,9,7,0.6
1320,4,4,4,0.6
1321,3,3,3,0.6
1322,5,5,9,0.6
1323,1,1,1,0.6
1324,5,5,5,0.6
1325,6,6,6,0.6
1326,6,6,6,0.6
1327,6,6,6,0.6
1328,2,2,2,0.6
1329,5,5,5,0.6
1330,9,9,9,0.6
1331,5,5,5,0.6
1332,8,8,8,0.6
1333,4,4,4,0.6
1334,5,5,5,0.6
1335,6,6,6,0.6
1336,1,1,1,0.6
1337,2,2,2,0.6
1338,6,0,0,0.6
1339,4,4,4,0.6
1340,8,8,8,0.6
1341,8,8,8,0.6
1342,3,3,3,0.6
1343,0,0,0,0.6
1344,6,6,6,0.6
1345,8,8,8,0.6
1346,1,1,1,0.6
1347,9,9,9,0.6
1348,8,8,8,0.6
1349,5,5,5,0.6
1350,6,6,6,0.6
1351,3,3,3,0.6
1352,3,3,3,0.6
1353,2,2,2,0.6
1354,1,1,1,0.6
1355,4,4,4,0.6
1356,4,4,4,0.6
1357,4,4,4,0.6
1358,3,3,3,0.6
1359,0,0,0,0.6
1360,9,9,9,0.6
1361,6,6,6,0.6
1362,4,4,4,0.6
1363,5,5,5,0.6
1364,6,6,6,0.6
1365,6,6,6,0.6
1366,2,2,2,0.6
1367,3,3,3,0.6
1368,3,3,3,0.6
1369,3,3,3,0.6
1370,8,8,8,0.6
1371,1,1,1,0.6
1372,6,6,6,0.6
1373,9,9,9,0.6
1374,2,2,2,0.6
1375,1,1,1,0.6
1376,4,4,4,0.6
1377,7,7,7,0.6
1378,2,2,2,0.6
1379,1,2,7,0.6
1380,1,1,1,0.6
1381,6,6,6,0.6
1382,6,6,6,0.6
1383,1,1,1,0.6
1384,0,0,0,0.6
1385,8,8,8,0.6
1386,7,7,7,0.6
1387,9,9,9,0.6
1388,7,7,7,0.6
1389,7,7,7,0.6
1390,6,6,6,0.6
1391,7,7,7,0.6
1392,3,3,3,0.6
1393,5,5,5,0.6
1394,9,5,9,0.6
1395,1,1,1,0.6
1396,6,6,6,0.6
1397,6,6,6,0.6
1398,2,2,2,0.6
1399,6,6,6,0.6
1400,5,5,5,0.6
1401,0,0,0,0.6
1402,2,2,2,0.6
1403,8,8,8,0.6
1404,2,2,2,0.6
1405,5,5,5,0.6
1406,2,2,2,0.6
1407,1,1,1,0.6
1408,4,4,4,0.6
1409,9,9,9,0.6
1410,3,3,3,0.6
1411,0,0,0,0.6
1412,9,9,9,0.6
1413,0,0,0,0.6
1414,6,6,6,0.6
1415,0,0,0,0.6
1416,7,7,7,0.6
1417,0,0,0,0.6
1418,5,5,5,0.6
1419,5,5,5,0.6
1420,4,4,4,0.6
1421,2,2,2,0.6
1422,7,7,7,0.6
1423,0,0,0,0.6
1424,5,5,5,0.6
1425,1,1,1,0.6
1426,6,6,6,0.6
1427,7,7,7,0.6
1428,2,2,2,0.6
1429,9,9,9,0.6
1430,3,3,3,0.6
1431,1,1,1,0.6
1432,8,8,8,0.6
1433,5,5,5,0.6
1434,8,8,8,0.6
1435,6,6,6,0.6
1436,9,9,9,0.6
1437,6,6,6,0.6
1438,3,3,3,0.6
1439,6,6,6,0.6
1440,6,6,6,0.6
1441,9,5,9,0.6
1442,1,1,1,0.6
1443,2,2,2,0.6
1444,3,3,3,0.6
1445,6,6,6,0.6
1446,4,4,4,0.6
1447,4,4,4,0.6
1448,7,7,7,0.6
1449,6,6,6,0.6
1450,0,0,0,0.6
1451,3,3,2,0.6
1452,0,0,0,0.6
1453,7,2,7,0.6
1454,9,9,9,0.6
1455,9,9,9,0.6
1456,1,1,1,0.6
1457,7,7,7,0.6
1458,9,9,9,0.6
1459,3,3,3,0.6
1460,2,2,2,0.6
1461,2,2,2,0.6
1462,4,4,4,0.6
1463,2,2,7,0.6
1464,7,7,7,0.6
1465,4,9,9,0.6
1466,2,2,2,0.6
1467,6,6,6,0.6
1468,2,2,2,0.6
1469,6,6,6,0.6
1470,9,9,9,0.6
1471,3,3,3,0.6
1472,2,2,2,0.6
1473,5,5,5,0.6
1474,3,3,3,0.6
1475,6,6,6,0.6
1476,4,4,4,0.6
1477,3,3,3,0.6
1478,1,1,1,0.6
1479,7,7,7,0.6
1480,8,8,8,0.6
1481,6,6,6,0.6
1482,8,8,8,0.6
1483,1,1,1,0.6
1484,9,9,9,0.6
1485,5,5,5,0.6
1486,9,9,9,0.6
1487,6,6,6,0.6
1488,1,1,1,0.6
1489,1,1,1,0.6
1490,5,5,5,0.6
1491,0,0,0,0.6
1492,4,4,4,0.6
1493,0,0,0,0.6
1494,6,6,6,0.6
1495,9,9,9,0.6
1496,8,8,8,0.6
1497,3,3,3,0.6
1498,9,9,9,0.6
1499,7,7,9,0.6
1500,4,4,4,0.6
1501,1,1,1,0.6
1502,8,8,8,0.6
1503,7,7,7,0.6
1504,0,0,0,0.6
1505,1,1,1,0.6
1506,6,6,6,0.6
1507,7,7,7,0.6
1508,0,0,0,0.6
1509,0,0,0,0.6
1510,5,5,5,0.6
1511,5,5,5,0.6
1512,5,5,5,0.6
1513,4,4,4,0.6
1514,6,6,6,0.6
1515,5,5,5,0.6
1516,2,2,2,0.6
1517,2,2,2,0.6
1518,4,4,4,0.6
1519,6,6,6,0.6
1520,4,8,7,0.6
1521,5,5,5,0.6
1522,6,6,6,0.6
1523,0,0,0,0.6
1524,3,3,3,0.6
1525,9,9,9,0.6
1526,6,6,6,0.6
1527,3,3,3,0.6
1528,5,5,5,0.6
1529,9,9,9,0.6
1530,9,9,9,0.6
1531,7,7,7,0.6
1532,1,1,1,0.6
1533,2,2,2,0.6
1534,7,2,7,0.6
1535,9,9,9,0.6
1536,5,5,5,0.6
1537,0,0,0,0.6
1538,5,5,5,0.6
1539,7,7,7,0.6
1540,2,2,2,0.6
1541,9,9,9,0.6
1542,6,8,2,0.6
1543,9,9,9,0.6
1544,7,7,7,0.6
1545,2,2,2,0.6
1546,3,3,3,0.6
1547,2,2,2,0.6
1548,6,6,6,0.6
1549,7,7,7,0.6
1550,3,3,3,0.6
1551,9,9,9,0.6
1552,6,8,6,0.6
1553,7,7,7,0.6
1554,8,8,8,0.6
1555,3,3,3,0.6
1556,6,6,6,0.6
1557,7,3,3,0.6
1558,7,7,7,0.6
1559,0,0,0,0.6
1560,9,9,9,0.6
1561,5,5,5,0.6
1562,8,8,8,0.6
1563,1,1,1,0.6
1564,1,1,1,0.6
1565,4,9,4,0.6
1566,9,9,9,0.6
1567,7,7,7,0.6
1568,1,1,1,0.6
1569,1,1,1,0.6
1570,5,5,5,0.6
1571,7,7,7,0.6
1572,3,3,3,0.6
1573,4,4,4,0.6
1574,1,1,1,0.6
1575,3,3,3,0.6
1576,4,4,4,0.6
1577,0,0,0,0.6
1578,9,9,9,0.6
1579,3,3,3,0.6
1580,8,8,8,0.6
1581,3,3,3,0.6
1582,1,1,1,0.6
1583,0,0,0,0.6
1584,6,6,6,0.6
1585,5,5,5,0.6
1586,5,5,5,0.6
1587,4,4,4,0.6
1588,0,0,0,0.6
1589,8,8,8,0.6
1590,7,7,7,0.6
1591,1,1,1,0.6
1592,4,4,4,0.6
1593,5,5,5,0.6
1594,3,3,3,0.6
1595,4,4,4,0.6
1596,0,0,9,0.6
1597,2,2,2,0.6
1598,3,3,3,0.6
1599,1,1,1,0.6
1600,5,5,5,0.6
1601,2,2,8,0.6
1602,2,2,2,0.6
1603,8,8,8,0.6
1604,5,5,5,0.6
1605,1,3,7,0.6
1606,1,1,1,0.6
1607,4,4,4,0.6
1608,9,9,9,0.6
1609,5,5,5,0.6
1610,1,1,1,0.6
1611,2,2,2,0.6
1612,4,4,4,0.6
1613,9,9,9,0.6
1614,1,1,1,0.6
1615,1,1,1,0.6
1616,2,2,2,0.6
1617,2,2,2,0.6
1618,7,7,7,0.6
1619,7,7,7,0.6
1620,0,0,0,0.6
1621,1,8,1,0.6
1622,9,9,9,0.6
1623,2,2,2,0.6
1624,1,8,1,0.6
1625,5,5,5,0.6
1626,6,6,6,0.6
1627,2,2,2,0.6
1628,5,5,5,0.6
1629,7,9,7,0.6
1630,7,7,7,0.6
1631,4,9,9,0.6
1632,2,2,2,0.6
1633,3,3,3,0.6
1634,4,9,4,0.6
1635,3,3,3,0.6
1636,1,1,1,0.6
1637,2,2,2,0.6
1638,5,5,5,0.6
1639,9,9,9,0.6
1640,5,5,5,0.6
1641,5,5,5,0.6
1642,7,7,7,0.6
1643,3,3,3,0.6
1644,7,7,7,0.6
1645,1,8,1,0.6
1646,3,3,3,0.6
1647,7,7,7,0.6
1648,8,8,8,0.6
1649,5,5,5,0.6
1650,2,2,2,0.6
1651,8,8,8,0.6
1652,1,1,1,0.6
1653,7,7,7,0.6
1654,1,1,1,0.6
1655,0,0,0,0.6
1656,5,5,5,0.6
1657,8,8,4,0.6
1658,9,8,8,0.6
1659,2,2,2,0.6
1660,0,0,0,0.6
1661,9,9,9,0.6
1662,6,6,6,0.6
1663,0,0,0,0.6
1664,4,4,4,0.6
1665,2,2,2,0.6
1666,2,2,2,0.6
1667,9,9,9,0.6
1668,9,9,9,0.6
1669,8,8,8,0.6
1670,8,8,8,0.6
1671,3,3,3,0.6
1672,2,2,2,0.6
1673,3,3,3,0.6
1674,8,8,8,0.6
1675,7,7,7,0.6
1676,3,3,3,0.6
1677,6,6,6,0.6
1678,5,5,5,0.6
1679,8,8,8,0.6
1680,4,4,4,0.6
1681,1,1,1,0.6
1682,5,5,5,0.6
1683,1,1,1,0.6
1684,8,8,8,0.6
1685,6,6,6,0.6
1686,1,1,1,0.6
1687,9,9,9,0.6
1688,5,5,5,0.6
1689,4,4,4,0.6
1690,1,1,1,0.6
1691,7,7,7,0.6
1692,0,0,0,0.6
1693,1,1,1,0.6
1694,1,1,1,0.6
1695,0,0,6,0.6
1696,0,8,0,0.6
1697,9,8,9,0.6
1698,9,9,9,0.6
1699,1,1,1,0.6
1700,2,2,2,0.6
1701,6,6,6,0.6
1702,6,6,6,0.6
1703,2,2,2,0.6
1704,2,2,2,0.6
1705,0,0,0,0.6
1706,6,6,6,0.6
1707,8,8,8,0.6
1708,1,1,1,0.6
1709,2,2,2,0.6
1710,8,8,8,0.6
1711,6,6,6,0.6
1712,6,6,6,0.6
1713,8,8,8,0.6
1714,4,4,4,0.6
1715,2,2,2,0.6
1716,8,8,8,0.6
1717,4,4,4,0.6
1718,9,9,4,0.6
1719,7,7,7,0.6
1720,1,1,1,0.6
1721,6,6,6,0.6
1722,0,0,0,0.6
1723,7,7,7,0.6
1724,5,5,5,0.6
1725,0,0,0,0.6
1726,1,1,1,0.6
1727,0,0,0,0.6
1728,2,2,2,0.6
1729,4,4,4,0.6
1730,3,3,3,0.6
1731,0,0,0,0.6
1732,6,6,6,0.6
1733,3,3,3,0.6
1734,1,1,1,0.6
1735,7,7,7,0.6
1736,4,4,4,0.6
1737,0,0,0,0.6
1738,0,0,0,0.6
1739,8,8,8,0.6
1740,9,9,9,0.6
1741,1,1,1,0.6
1742,8,8,8,0.6
1743,0,0,0,0.6
1744,1,1,1,0.6
1745,5,5,5,0.6
1746,3,3,3,0.6
1747,4,4,4,0.6
1748,7,7,7,0.6
1749,0,0,0,0.6
1750,8,8,8,0.6
1751,2,2,2,0.6
1752,3,3,3,0.6
1753,6,6,6,0.6
1754,3,3,3,0.6
1755,0,0,0,0.6
1756,4,5,4,0.6
1757,7,7,7,0.6
1758,2,2,2,0.6
1759,2,2,2,0.6
1760,5,5,5,0.6
1761,8,8,8,0.6
1762,6,6,6,0.6
1763,6,6,6,0.6
1764,2,2,2,0.6
1765,1,1,1,0.6
1766,1,1,1,0.6
1767,3,3,3,0.6
1768,6,6,6,0.6
1769,7,2,2,0.6
1770,4,4,4,0.6
1771,9,9,9,0.6
1772,1,1,1,0.6
1773,2,2,2,0.6
1774,4,4,4,0.6
1775,2,2,2,0.6
1776,0,0,0,0.6
1777,0,0,0,0.6
1778,2,2,2,0.6
1779,8,8,8,0.6
1780,8,8,2,0.6
1781,2,2,2,0.6
1782,6,6,6,0.6
1783,4,4,4,0.6
1784,9,9,9,0.6
1785,1,1,1,0.6
1786,3,3,3,0.6
1787,0,8,2,0.6
1788,4,4,4,0.6
1789,9,9,9,0.6
1790,8,8,8,0.6
1791,8,8,8,0.6
1792,0,0,0,0.6
1793,3,3,3,0.6
1794,8,8,8,0.6
1795,9,9,9,0.6
1796,7,7,7,0.6
1797,6,6,6,0.6
1798,5,5,5,0.6
1799,6,6,6,0.6
1800,2,2,2,0.6
1801,0,0,0,0.6
1802,7,7,7,0.6
1803,4,9,4,0.6
1804,1,1,1,0.6
1805,4,4,4,0.6
1806,1,1,1,0.6
1807,2,2,2,0.6
1808,2,2,2,0.6
1809,2,2,2,0.6
1810,0,0,0,0.6
1811,4,9,4,0.6
1812,3,3,3,0.6
1813,7,9,7,0.6
1814,8,8,3,0.6
1815,1,1,1,0.6
1816,5,5,5,0.6
1817,2,2,7,0.6
1818,3,3,3,0.6
1819,1,1,1,0.6
1820,7,7,7,0.6
1821,0,0,0,0.6
1822,8,8,8,0.6
1823,5,3,5,0.6
1824,1,2,1,0.6
1825,5,5,5,0.6
1826,0,0,0,0.6
1827,8,8,8,0.6
1828,4,4,4,0.6
1829,6,6,6,0.6
1830,9,9,9,0.6
1831,4,4,4,0.6
1832,2,2,7,0.6
1833,2,2,2,0.6
1834,7,7,7,0.6
1835,7,9,7,0.6
1836,7,7,7,0.6
1837,8,8,8,0.6
1838,1,1,1,0.6
1839,9,9,9,0.6
1840,3,3,3,0.6
1841,9,9,9,0.6
1842,4,4,4,0.6
1843,7,7,7,0.6
1844,4,4,4,0.6
1845,2,2,2,0.6
1846,0,0,0,0.6
1847,4,4,4,0.6
1848,7,7,7,0.6
1849,1,1,1,0.6
1850,1,1,1,0.6
1851,0,8,8,0.6
1852,6,6,6,0.6
1853,7,2,2,0.6
1854,9,9,9,0.6
1855,8,8,8,0.6
1856,7,7,7,0.6
1857,0,0,0,0.6
1858,3,3,3,0.6
1859,9,9,9,0.6
1860,7,7,7,0.6
1861,6,6,6,0.6
1862,9,9,9,0.6
1863,0,0,0,0.6
1864,1,1,1,0.6
1865,7,7,7,0.6
1866,3,3,3,0.6
1867,7,7,7,0.6
1868,9,9,9,0.6
1869,5,5,5,0.6
1870,7,7,7,0.6
1871,3,3,3,0.6
1872,6,6,6,0.6
1873,7,7,7,0.6
1874,8,8,8,0.6
1875,7,7,7,0.6
1876,3,3,3,0.6
1877,7,7,7,0.6
1878,7,7,7,0.6
1879,4,4,4,0.6
1880,5,5,5,0.6
1881,8,8,8,0.6
1882,6,6,6,0.6
1883,3,3,3,0.6
1884,7,9,7,0.6
1885,4,4,4,0.6
1886,5,5,5,0.6
1887,7,7,7,0.6
1888,7,7,7,0.6
1889,6,6,6,0.6
1890,7,7,7,0.6
1891,8,8,8,0.6
1892,9,9,9,0.6
1893,0,0,0,0.6
1894,5,5,5,0.6
1895,2,2,2,0.6
1896,8,8,8,0.6
1897,5,5,5,0.6
1898,0,0,0,0.6
1899,5,5,5,0.6
1900,7,7,9,0.6
1901,4,4,4,0.6
1902,7,7,7,0.6
1903,8,8,8,0.6
1904,7,2,7,0.6
1905,3,3,3,0.6
1906,9,9,9,0.6
1907,8,8,8,0.6
1908,6,6,6,0.6
1909,9,9,9,0.6
1910,5,5,5,0.6
1911,1,1,1,0.6
1912,9,9,9,0.6
1913,8,8,8,0.6
1914,8,8,8,0.6
1915,1,1,1,0.6
1916,9,9,9,0.6
1917,0,0,0,0.6
1918,0,0,0,0.6
1919,2,2,2,0.6
1920,9,9,9,0.6
1921,6,6,6,0.6
1922,5,5,5,0.6
1923,2,2,2,0.6
1924,1,1,1,0.6
1925,9,9,9,0.6
1926,1,1,1,0.6
1927,0,0,0,0.6
1928,7,7,7,0.6
1929,5,5,5,0.6
1930,3,3,3,0.6
1931,3,3,3,0.6
1932,2,2,2,0.6
1933,1,1,1,0.6
1934,5,5,5,0.6
1935,4,4,4,0.6
1936,6,6,6,0.6
1937,4,2,4,0.6
1938,5,5,5,0.6
1939,8,8,8,0.6
1940,2,2,2,0.6
1941,8,8,0,0.6
1942,1,1,1,0.6
1943,4,4,4,0.6
1944,1,1,1,0.6
1945,2,2,2,0.6
1946,7,7,7,0.6
1947,4,4,4,0.6
1948,3,3,3,0.6
1949,3,3,3,0.6
1950,5,5,5,0.6
1951,2,2,2,0.6
1952,3,3,3,0.6
1953,4,4,4,0.6
1954,2,2,2,0.6
1955,9,9,9,0.6
1956,1,1,1,0.6
1957,0,0,0,0.6
1958,3,3,3,0.6
1959,4,4,4,0.6
1960,5,5,5,0.6
1961,7,7,7,0.6
1962,6,6,6,0.6
1963,2,2,2,0.6
1964,8,8,5,0.6
1965,4,4,4,0.6
1966,5,5,5,0.6
1967,1,1,1,0.6
1968,2,2,2,0.6
1969,4,4,4,0.6
1970,3,3,3,0.6
1971,8,8,8,0.6
1972,2,2,2,0.6
1973,5,5,5,0.6
1974,8,8,8,0.6
1975,2,2,2,0.6
1976,3,3,3,0.6
1977,3,3,1,0.6
1978,1,1,1,0.6
1979,7,7,7,0.6
1980,4,4,4,0.6
1981,8,8,3,0.6
1982,7,7,7,0.6
1983,6,6,6,0.6
1984,3,3,3,0.6
1985,2,2,2,0.6
1986,4,4,4,0.6
1987,3,3,3,0.6
1988,1,1,1,0.6
1989,0,0,6,0.6
1990,4,4,4,0.6
1991,8,8,8,0.6
1992,5,5,5,0.6
1993,5,5,5,0.6
1994,4,4,4,0.6
1995,6,6,6,0.6
1996,7,7,7,0.6
1997,6,6,6,0.6
1998,2,2,2,0.6
1999,9,8,9,0.6
2000,7,7,7,0.6
2001,4,4,4,0.6
2002,2,2,2,0.6
2003,9,9,9,0.6
2004,5,5,5,0.6
2005,9,9,9,0.6
2006,1,8,1,0.6
2007,1,1,1,0.6
2008,4,4,4,0.6
2009,3,3,3,0.6
2010,4,9,4,0.6
2011,8,8,8,0.6
2012,1,1,6,0.6
2013,1,1,1,0.6
2014,0,0,0,0.6
2015,9,9,9,0.6
2016,8,8,8,0.6
2017,1,1,1,0.6
2018,1,1,1,0.6
2019,4,4,4,0.6
2020,1,1,1,0.6
2021,3,3,3,0.6
2022,4,4,4,0.6
2023,9,9,9,0.6
2024,1,1,1,0.6
2025,5,5,5,0.6
2026,6,6,6,0.6
2027,5,5,5,0.6
2028,2,2,2,0.6
2029,2,2,2,0.6
2030,3,3,3,0.6
2031,1,1,1,0.6
2032,2,2,2,0.6
2033,9,9,9,0.6
2034,1,1,1,0.6
2035,4,4,4,0.6
2036,1,1,1,0.6
2037,7,7,7,0.6
2038,5,5,5,0.6
2039,0,0,0,0.6
2040,9,9,9,0.6
2041,8,8,8,0.6
2042,7,7,7,0.6
2043,1,8,1,0.6
2044,3,3,3,0.6
2045,7,2,7,0.6
2046,5,5,5,0.6
2047,4,4,4,0.6
2048,3,3,3,0.6
2049,8,8,8,0.6
2050,4,4,4,0.6
2051,4,4,4,0.6
2052,1,1,1,0.6
2053,1,2,1,0.6
2054,8,8,8,0.6
2055,9,9,9,0.6
2056,7,7,7,0.6
2057,0,0,0,0.6
2058,5,5,5,0.6
2059,2,2,2,0.6
2060,6,6,6,0.6
2061,9,9,9,0.6
2062,1,1,1,0.6
2063,0,0,0,0.6
2064,7,7,7,0.6
2065,6,4,6,0.6
2066,3,3,3,0.6
2067,3,3,3,0.6
2068,2,2,2,0.6
2069,7,7,7,0.6
2070,3,3,3,0.6
2071,5,5,5,0.6
2072,0,0,0,0.6
2073,8,8,8,0.6
2074,1,1,1,0.6
2075,5,5,5,0.6
2076,1,1,1,0.6
2077,2,2,2,0.6
2078,4,9,4,0.6
2079,8,8,8,0.6
2080,5,5,5,0.6
2081,4,8,4,0.6
2082,5,5,5,0.6
2083,6,6,6,0.6
2084,2,2,2,0.6
2085,3,3,3,0.6
2086,5,5,5,0.6
2087,5,5,5,0.6
2088,6,6,6,0.6
2089,2,2,2,0.6
2090,0,0,0,0.6
2091,5,5,5,0.6
2092,7,7,7,0.6
2093,5,5,5,0.6
2094,1,1,1,0.6
2095,3,3,3,0.6
2096,9,9,9,0.6
2097,6,6,6,0.6
2098,7,2,7,0.6
2099,9,9,9,0.6
2100,2,2,7,0.6
2101,4,4,4,0.6
2102,2,2,2,0.6
2103,1,1,1,0.6
2104,5,5,5,0.6
2105,3,3,3,0.6
2106,8,8,8,0.6
2107,7,7,7,0.6
2108,6,6,6,0.6
2109,8,8,8,0.6
2110,7,7,7,0.6
2111,4,8,4,0.6
2112,6,6,6,0.6
2113,7,7,7,0.6
2114,4,9,4,0.6
2115,6,6,6,0.6
2116,3,3,3,0.6
2117,8,8,8,0.6
2118,2,2,2,0.6
2119,5,5,6,0.6
2120,9,9,9,0.6
2121,3,3,3,0.6
2122,6,6,6,0.6
2123,9,9,9,0.6
2124,6,6,4,0.6
2125,4,4,4,0.6
2126,2,2,2,0.6
2127,2,2,2,0.6
2128,5,5,5,0.6
2129,5,5,5,0.6
2130,0,0,0,0.6
2131,8,8,8,0.6
2132,8,8,8,0.6
2133,4,4,4,0.6
2134,6,6,6,0.6
2135,8,8,8,0.6
2136,7,7,7,0.6
2137,8,8,8,0.6
2138,3,3,3,0.6
2139,2,2,2,0.6
2140,2,2,2,0.6
2141,3,3,3,0.6
2142,9,9,9,0.6
2143,8,8,8,0.6
2144,1,1,1,0.6
2145,1,1,1,0.6
2146,9,9,9,0.6
2147,1,1,1,0.6
2148,1,1,1,0.6
2149,8,8,8,0.6
2150,1,1,1,0.6
2151,1,1,1,0.6
2152,5,5,5,0.6
2153,8,8,8,0.6
2154,5,5,5,0.6
2155,9,9,9,0.6
2156,0,0,0,0.6
2157,1,1,1,0.6
2158,1,1,1,0.6
2159,8,8,8,0.6
2160,5,5,5,0.6
2161,0,0,0,0.6
2162,3,3,3,0.6
2163,2,2,2,0.6
2164,1,1,1,0.6
2165,0,0,0,0.6
2166,4,4,4,0.6
2167,5,5,5,0.6
2168,1,1,1,0.6
2169,3,3,3,0.6
2170,8,8,8,0.6
2171,1,1,1,0.6
2172,7,9,7,0.6
2173,8,8,8,0.6
2174,0,0,0,0.6
2175,2,2,2,0.6
2176,8,8,8,0.6
2177,3,3,3,0.6
2178,5,5,5,0.6
2179,6,6,6,0.6
2180,5,5,5,0.6
2181,6,6,6,0.6
2182,8,8,8,0.6
2183,3,3,3,0.6
2184,0,0,0,0.6
2185,3,3,3,0.6
2186,4,4,4,0.6
2187,5,5,5,0.6
2188,0,0,0,0.6
2189,7,7,7,0.6
2190,0,0,0,0.6
2191,7,7,7,0.6
2192,6,6,6,0.6
2193,2,2,2,0.6
2194,6,6,6,0.6
2195,7,7,7,0.6
2196,0,0,0,0.6
2197,3,3,3,0.6
2198,9,9,9,0.6
2199,7,9,7,0.6
2200,0,0,0,0.6
2201,3,3,3,0.6
2202,7,8,7,0.6
2203,5,5,5,0.6
2204,0,0,0,0.6
2205,9,9,9,0.6
2206,2,2,2,0.6
2207,9,8,9,0.6
2208,7,7,7,0.6
2209,2,2,2,0.6
2210,2,2,2,0.6
2211,9,9,9,0.6
2212,6,6,6,0.6
2213,4,4,4,0.6
2214,1,8,1,0.6
2215,7,7,7,0.6
2216,5,5,5,0.6
2217,2,2,2,0.6
2218,6,6,6,0.6
2219,2,2,2,0.6
2220,6,6,6,0.6
2221,8,8,8,0.6
2222,0,0,0,0.6
2223,4,4,4,0.6
2224,5,5,5,0.6
2225,5,5,5,0.6
